,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Investment Geographical Preference / Project Location,,,,,,,,Investment Round,,,,,,Investment Capial / Capital Seek,,,,,,,,,,Targeted Investment Sectors,,,,,,,,,,,,,
,,Achelous Pure Metal Company Limited,Project Owner,Shawn Cheng,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Middle East",Y,Y,,Y,,,,Seed & Pre-Series A,Y,,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,"Environment, Energy and Clean Technology",,,Y,,,,,,,,/participations/451202,http://apuremetals.com,https://hk.linkedin.com/company/achelous-pure-metals-co-ltd,"Achelous is an environmental technology company dedicated to revolutionizing metals recycling, with a strong emphasis on lithium-ion batteries. We are excited to launch Asia’s first scalable smart lithium-ion battery recycling Microfactory, featuring our proprietary Nano-I technology, advanced AI, and robotics for efficient metal extraction, separation, and purification.

Our compact Microfactory occupies a small footprint of 20 sqm for processing 200 kg to 120 sqm for up to 5 tons of lithium-ion batteries daily. This modular system is designed for placement at battery sources or with consumer electronics manufacturers, enabling a closed-loop approach to material use. The high-quality outputs include lithium carbonate, cobalt sulfate, and nickel—essential materials for new battery production.

Our innovative technology has received recognition, winning awards in the Logitech Future Positive Challenge (Battery Section) and the World Green Org’s ESG-Tech Startup Competition 2024.

At Achelous, we are committed to sustainability by reducing CO₂ emissions associated with virgin material use. Our Microfactory not only transforms waste into valuable resources but also provides a cost-effective and environmentally friendly alternative to traditional recycling facilities.


Achelous是一家致力于革新金属回收的环境技术公司，重点关注锂离子电池。我们很高兴推出亚洲首个可扩展的智能锂离子电池回收微工厂。该工厂采用我们专有的 Nano-I 技术、先进的 AI 和机器人技术，实现高效的金属提取、分离和纯化。

我们的微工厂占地面积仅为 200 平方米至 120 平方米，每天可处理多达 5 吨锂离子电池。该模块化系统设计用于放置在电池源或消费类电子产品制造商处，实现闭环材料使用方法。高质量的产出包括碳酸锂、硫酸钴和镍——这些都是新电池生产所需的必要原料。

我们的创新技术已获得认可，在罗技未来积极挑战赛（电池领域）和 2024 年World Green Org的 ESG-Tech 初创企业竞赛中获奖。

Achelous致力于通过减少与原始材料使用相关的二氧化碳排放来实现可持续发展。我们的微工厂不仅将废物转化为宝贵的资源，还为传统回收设施提供了一种经济高效且环保的替代方案。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/6qcZ96NDGftaCMFuJzK4BD72,Activation Group,Project Owner,Colin Lam,SME,"Melbourne, Australia", Australia,"Asia,Europe,Australasia,Middle East,North America",Y,Y,Y,Y,Y,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"500,000 USD or below,50,000,001 USD or above,500,001 to 1,000,000 USD,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",Y,Y,Y,Y,Y,Y,Y,Y,Y,"Consumer,Education,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,/participations/453528,https://activationgroup.com.au/,,"Activation Group specializes in transforming opportunities into impactful ventures, unlocking the potential of investments and strategies across diverse sectors. With a focus on innovation and growth, we activate businesses, projects, and solutions to deliver exceptional value and long-lasting results globally."
,https://storage.googleapis.com/b2match-as-1/PVnkZfBATsiWpERgto6n72pZ,Aereve Company Limited,Project Owner,Andre Leung,Startup,"Kowloon, China (Hong Kong)", China (Hong Kong),,,,,,,,,,,,,,,,,,,,,,,,,Financial Technology,Y,,,,,,,,,,/participations/450683,https://aereve.com,,"Aereve, winner of HK Fintech Week global fasttrack 2022 in ESG, is a Regtech expert in creating cross-border KYC and AML tech solutions with locally relevant practicality and ESG in mind for BSFI and corporates for local, regional and global deployment.  Aereve provides unique patented non-Latin characters fuzzy logic technology using Artificial Intelligence and Machine Learning for AML and Cross-Border Know-Your-Customer (CBKYC) ; Aereve provides Suptech for Regulators guided by Financial Action Task Force (FATF) & Wolfsberg Guidance ; Aereve provides Regtech for ESG - ESG risk assessment, Green KYC using native-to-native approach ; Up and comping, Aereve will provide Web 3.0 in Regtech & ESG - Blockchain-based carbon asset trading and development verification and Green KYC/AML services through self-developed patented tech and diverse strategic partnership with ESG stakeholders ranging from government officials to NGOs, focusing on the GBA, Mainland China and One-Belt-One-Road countries.
After selling his company to WPP, Florian LANG founded LIBERTIFY in 2022 with Steve ROSENBLUM (Ex Pixmania.com 1B revenue,)  and Olivier SIBONY (Oxford University) co-author of the book « Noise » with Nobel Prize Daniel Kahneman, Emmanuel Naïm (Ex JP Morgan NY)


Aereve是2022年香港金融科技周global fasttrack的ESG领域获奖者，是监管技术(Regtech)专家，致力于为BSFI和企业创建具有本地相关实用性和ESG考量因素的跨境KYC和AML技术解决方案，以便进行本地、区域和全球部署。Aereve提供受专利保护的独特非拉丁字符模糊逻辑技术，使用人工智能和机器学习进行AML和跨境“了解您的客户”（CBKYC）；Aereve为受金融行动特别工作组（FATF）和 Wolfsberg Guidance指导的监管机构提供Suptech；Aereve为ESG - ESG风险评估提供Regtech，使用原生到原生方法实现的绿色KYC；Aereve积极进取，将凭借自研专利技术以及与从政府官员到NGO等ESG利益相关者的多样化战略合作伙伴关系，在基于Regtech & ESG-区块链的碳资产交易和开发验证中提供Web 3.0以及绿色KYC/AML服务，专注于GBA、中国大陆和一带一路国家/地区。
在将他的公司出售给WPP后，Florian LANG于2022年与Steve ROSENBLUM（Pixmania.com高管，10亿营收）、Olivier SIBONY（牛津大学）（Noise ?合著者） 和诺贝尔奖得主Daniel Kahneman、Emmanuel Na？m（JP Morgan NY高管）共同创建了LIBERTIFY。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,https://storage.googleapis.com/b2match-as-1/CQZcM2FNiLcQqD3BTjdGjaNn,AEX Markets,Project Owner,Jeff Huang,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,Series A,,Y,,,,"7,500,001 to 10,000,000 USD",,,,,,Y,,,,"Financial Technology,Environment, Energy and Clean Technology",Y,,Y,,,,,,,,/participations/453795,http://www.google.com,,AEX is a leading financial market infrastructure startup dedicated to turning Hong Kong into a carbon trading hub.
,,AEX markets,Project Owner,Sam Greenwood,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,,,,,,,"7,500,001 to 10,000,000 USD",,,,,,Y,,,,"Financial Technology,Environment, Energy and Clean Technology",Y,,Y,,,,,,,,/participations/454417,,,Carbon market infrastructure
,https://storage.googleapis.com/b2match-as-1/G52LAm9riXDNiwrMrr1VAxJd,Afro Digital Communications U Ltd,Project Owner,Richard Mukasa,SME,"Kampala Uganda, Uganda", Uganda,Africa,,,,,,Y,,Series A,,Y,,,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,"Food and Agriculture,Digital Entertainment and Media,Infrastructure and Real Estate Services",,,,,,Y,,Y,Y,,/participations/436084,,,"Afro Digital Communications (U) Limited is a private communications company owning and operating a network of Out of Home Digital Billboards that handles daily public and corporate mass-communications and advertisements in multiple Sub-Saharan African cities. Our phase 1 regional communications inventory will be comprised of 25 premium advertising sites of the planned 240 strategically located Digital Billboards in sought-after locations across key regional cities and towns. 
Afro Digital Billboards network will provide the perfect balance of targeted sites and extensive exposure to meet all indoor and outdoor mass public awareness Campaigns and marketing needs for our domestic, regional and international Clients. With our local terrain knowledge and regional industry expertise, Afro Digital seeks for an international strategic partner, to work with us in the expansion of our footprint across the ever growing 1.35 billion people African emerging market.


Afro Digital Billboards 网络将提供有针对性的站点和广泛曝光的完美平衡，以满足我们国内、区域和国际客户的所有室内和室外大众宣传活动和营销需求。凭借我们对当地地形的了解和区域行业专业知识，Afro Digital 寻求国际战略合作伙伴，扩大我们在不断增长的 13.5 亿人口非洲新兴市场的业务版图。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,AIFT,Project Owner,Yiheng Yang,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/participations/448738,,,"The Laboratory for AI-Powered Financial Technologies Limited (AIFT) is an innovative research and technology center cofounded by City University of Hong Kong and Columbia University with the commitments to pioneering research, fostering talents, and commercializing technological applications.


人工智能金融科技实验室（ AIFT ）是一间集科研、培养人才和商业转化三大任务为一身的科技创新中心，由香港城市大学和美国哥伦比亚大学联合创办。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,AIFT Ltd,Project Owner,Nigel Yip,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Middle East",Y,Y,,Y,,,,"IPO,Series C and Beyond",,,,Y,Y,"50,000,001 USD or above,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,,Y,Y,Y,Y,Y,Y,"Consumer,Deep Technology,Financial Technology",Y,Y,,,Y,,,,,,/participations/451958,https://aift.io/#our-businesses,https://www.linkedin.com/company/aiftgroup/posts/?feedView=all,AIFT is full spectrum cybersecurity solution provider with the ability to underwrite licensed insurance policy to cover emerging risks associated with Web3 and AI.
,https://storage.googleapis.com/b2match-as-1/PntPYzf2fpEEWKcbEcAgvXt2,Airdefender International Company Limited,Project Owner,Albert Wong,Startup,"Kowloon, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia,Middle East",Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,"Deep Technology,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,Y,Y,,,,,Y,,,/participations/442177,https://airdefender.com,https://www.linkedin.com/company/airdefender-international-company-limited/,"Airdefender is an innovative research & development, production and brand distribution company specialized in transforming his patented innovated surface technology into products/services that provide greener, safer, and healthier solutions for both community and the planet. Airdefender mission is to create revolutionary solutions that utilize natural phenomena to achieve a cleaner and healthier world. Airdefender dedicated to engineering products and services that employ advanced surface technology, with a particular focus on antimicrobial protection and advanced self-cleaning methods as well as Climate Change remediation.


Airdefender是一家创新研发、生产和品牌分销公司，专门将其专利的创新表面技术转化为产品/服务，为社区和地球提供更环保、更安全、更健康的方案。Airdefender的使命是创造革命性的方案，利用自然现象实现一个更清洁、更健康的世界。Airdefender致力于研发运用先进表面技术的产品和服务，特别关注抗菌保护和先进的自洁方法，以及应对气候变化。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,Alcolear Limited,Project Owner,Jonathan Ross,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,Series A,,Y,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,"Consumer,Healthcare Technology",,,,Y,Y,,,,,,/participations/453754,,,"Manufacturer and distributor of enzyme based health supplement that is the best product in the world for promoting liver health related to drinking alcohol.  It contains two enzymes, ADH, that metabolises alcohol, and ALDH, that breaks down acetaldehyde.  Acetaldehyde is the cause of all negative effects associated with drinking, including Asian Flush, hangovers, cancers and sleep disturbance.  It is the only product like this in the world and is highly effective."
,,AlgoOne,Project Owner,Jason NG,SME,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Middle East,North America",Y,Y,Y,Y,,,,Seed & Pre-Series A,Y,,,,,"500,000 USD or below,500,001 to 1,000,000 USD",Y,Y,,,,,,,,Financial Technology,Y,,,,,,,,,,/participations/447715,https://www.algoone.io,https://www.linkedin.com/company/algoone,"AlgoOne specializes in Crypto quantitative trading. We run a quantitative CTA strategy with a YTD return of +60% and a Sharpe greater than 3 in 2024.

We also assist institutional investors such as FOFs, family offices, etc. in constructing Crypto portfolios (strategy and fund manager portfolios) and conducting due diligence (investment strategy and portfolio modeling).

We are in the process of launching a SAAS product that will display real-time performance and strategy data for a variety of funds or traders.

On top of our strategy, we also invest in other Crypto fund managers, feel free to talk to us, thank you !


AlgoOne专门从事加密货币定量交易。 我们实施量化CTA策略，YTD回报率为+60%，夏普在2024年超过3。

我们还协助机构投资者，如FOF，家族办公室等，构建加密投资组合（战略和基金经理投资组合）并进行尽职调查（投资策略和投资组合建模）。

我们正在推出一款SAAS产品，它将显示各种基金或交易者的实时性能和策略数据。

除了我们的战略，我们还投资于其他加密基金经理，随时与我们联络，谢谢！



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
